Datetime,PM2.5,PM10,NOx,CO
2017-09-26 12:00:00,89.31,124.71,10.46,0.43
2017-09-27 12:00:00,95.22,127.68,11.06,0.57
2017-09-28 12:00:00,98.16,181.46,13.12,0.32
2017-09-29 12:00:00,85.61,165.76,8.65,0.23
2017-09-30 12:00:00,134.4,181.24,7.6,0.22
2017-10-01 12:00:00,98.1,191.43,8.41,0.37
2017-10-02 12:00:00,76.45,192.83,8.32,0.25
2017-10-03 12:00:00,73.85,181.03,9.19,0.16
2017-10-04 12:00:00,117.9,200.9,6.22,0.18
2017-10-05 12:00:00,107.65,200.74,10.27,0.27
2017-10-06 12:00:00,121.84,177.99,12.25,0.21
2017-10-07 12:00:00,92.36,251.36,12.16,0.18
2017-10-08 12:00:00,134.51,209.46,10.42,0.19
2017-10-09 12:00:00,129.96,177.32,10.84,0.31
2017-10-10 12:00:00,178.71,183.96,10.45,0.25
2017-10-11 12:00:00,77.42,69.46,12.73,0.17
2017-10-12 12:00:00,135.83,266.14,11.07,0.27
2017-10-13 12:00:00,180.35,227.54,8.87,0.22
2017-10-14 12:00:00,146.56,248.85,7.41,0.23
2017-10-15 12:00:00,148.99,205.23,8.62,0.16
2017-10-16 12:00:00,154.39,235.12,33.55,0.69
2017-10-17 12:00:00,148.11,215.22,26.98,0.44
2017-10-18 12:00:00,178.03,267.98,34.19,1.06
2017-10-19 12:00:00,91.68,140.3,36.92,0.71
2017-10-20 12:00:00,286.68,223.3,28.33,0.33
2017-10-21 12:00:00,264.18,423.53,53.53,1.58
2017-10-22 12:00:00,125.49,178.18,19.63,0.52
2017-10-23 12:00:00,205.53,298.06,40.38,0.81
2017-10-24 12:00:00,204.65,389.34,66.62,0.93
2017-10-25 12:00:00,219.22,400.52,54.48,0.57
2017-10-26 12:00:00,183.77,337.49,55.57,0.76
2017-10-27 12:00:00,174.03,308.62,48.72,0.9
2017-10-28 12:00:00,187.39,346.82,34.37,0.49
2017-10-29 12:00:00,184.54,308.07,36.1,0.75
2017-10-30 12:00:00,185.5,324.47,39.53,0.82
2017-10-31 12:00:00,188.43,304.54,59.81,1.54
2017-11-01 12:00:00,156.97,260.75,36.58,1.21
2017-11-02 12:00:00,166.83,256.85,50.45,1.43
2017-11-03 12:00:00,147.36,193.76,40.41,0.77
2017-11-04 12:00:00,197.85,287.89,42.13,1.27
2017-11-05 12:00:00,227.14,324.62,72.48,1.29
2017-11-06 12:00:00,180.38,313.69,64.71,1.2
2017-11-07 12:00:00,680.47,755.73,84.9,2.5
2017-11-08 12:00:00,679.81,777.09,87.83,2.8
2017-11-09 12:00:00,623.69,764.99,99.47,1.85
2017-11-10 12:00:00,459.45,596.68,110.32,2.02
2017-11-11 12:00:00,359.9,499.19,95.56,1.66
2017-11-12 12:00:00,643.46,736.72,95.69,2.18
2017-11-13 12:00:00,389.32,569.64,81.44,1.77
2017-11-14 12:00:00,251.1,384.74,49.1,1.33
2017-11-15 12:00:00,177.08,267.23,54.74,1.36
2017-11-16 12:00:00,221.71,323.55,66.2,1.29
2017-11-17 12:00:00,116.73,187.36,53.62,1.03
2017-11-18 12:00:00,128.57,183.8,37.06,0.87
2017-11-19 12:00:00,133.53,210.41,41.48,1.08
2017-11-20 12:00:00,249.59,353.85,50.68,1.09
2017-11-21 12:00:00,181.17,296.25,55.82,1.11
2017-11-22 12:00:00,170.85,299.3,59.63,1.09
2017-11-23 12:00:00,178.03,315.3,59.35,1.17
2017-11-24 12:00:00,173.85,264.65,66.11,1.11
2017-11-25 12:00:00,149.2,253.92,74.71,1.3
2017-11-26 12:00:00,233.75,324.12,86.02,1.42
2017-11-27 12:00:00,182.27,328.81,71.9,1.13
2017-11-28 12:00:00,142.84,272.91,58.77,1.38
2017-11-29 12:00:00,230.8,319.69,112.34,1.64
2017-11-30 12:00:00,224.1,318.78,75.66,1.41
2017-12-01 12:00:00,189.56,332.01,65.69,1.56
2017-12-02 12:00:00,272.46,390.08,89.62,1.77
2017-12-03 12:00:00,220.64,332.96,93.21,1.43
2017-12-04 12:00:00,293.5,427.88,80.76,1.62
2017-12-05 12:00:00,282.98,418.17,74.85,1.74
2017-12-06 12:00:00,134.97,262.91,55.1,1.19
2017-12-07 12:00:00,89.57,178.38,52.77,1.42
2017-12-08 12:00:00,103.49,225.19,2.12,1.17
2017-12-09 12:00:00,148.76,253.32,2.88,1.31
2017-12-10 12:00:00,274.43,420.98,6.07,1.24
2017-12-11 12:00:00,256.58,415.84,5.95,2.02
2017-12-12 12:00:00,132.12,177.09,3.61,1.37
2017-12-13 12:00:00,119.17,169.48,2.44,1.25
2017-12-14 12:00:00,142.29,204.75,2.04,1.2
2017-12-15 12:00:00,185.24,266.93,2.46,1.34
2017-12-16 12:00:00,109.8,134.06,2.61,0.99
2017-12-17 12:00:00,92.41,156.04,1.83,1.44
2017-12-18 12:00:00,126.31,214.14,1.7,1.22
2017-12-19 12:00:00,178.14,281.27,1.93,1.24
2017-12-20 12:00:00,280.78,409.19,4.63,1.61
2017-12-21 12:00:00,376.28,555.16,3.74,1.54
2017-12-22 12:00:00,171.11,278.87,1.78,0.97
2017-12-23 12:00:00,108.62,178.39,1.79,1.28
2017-12-24 12:00:00,185.82,242.11,3.31,0.99
2017-12-25 12:00:00,347.79,452.86,3.07,1.17
2017-12-26 12:00:00,266.74,361.59,2.6,1.02
2017-12-27 12:00:00,215.28,304.12,3.0,1.18
2017-12-28 12:00:00,314.98,404.97,4.79,1.46
2017-12-29 12:00:00,309.54,424.5,5.32,1.35
2017-12-30 12:00:00,354.32,455.0,6.75,1.49
2017-12-31 12:00:00,331.87,500.87,18.82,1.65
2018-01-01 12:00:00,292.31,474.75,7.05,1.75
2018-01-02 12:00:00,289.65,458.23,3.97,1.24
2018-01-03 12:00:00,224.33,311.49,2.94,1.19
2018-01-04 12:00:00,205.15,345.61,5.03,1.23
2018-01-05 12:00:00,281.98,413.03,6.16,1.39
2018-01-06 12:00:00,293.49,485.79,5.9,1.76
2018-01-07 12:00:00,181.66,268.65,2.47,1.01
2018-01-08 12:00:00,143.88,242.75,1.83,0.96
2018-01-09 12:00:00,226.18,344.17,2.4,1.01
2018-01-10 12:00:00,178.61,280.36,2.37,1.21
2018-01-11 12:00:00,148.2,259.79,2.05,1.24
2018-01-12 12:00:00,170.0,301.94,2.66,1.2
