Datetime,PM2.5,PM10,NOx,CO
2017-10-19 12:00:00,23.39,106.72,12.52,1.02
2017-10-20 12:00:00,26.76,92.47,14.35,0.4
2017-10-21 12:00:00,16.97,79.26,15.01,1.19
2017-10-22 12:00:00,17.83,91.57,10.97,0.87
2017-10-23 12:00:00,24.82,125.2,14.89,1.24
2017-10-24 12:00:00,34.75,,8.17,0.0
2017-10-25 12:00:00,33.16,,22.63,2.41
2017-10-26 12:00:00,31.38,98.99,19.46,1.21
2017-10-27 12:00:00,34.05,,8.55,0.0
2017-10-28 12:00:00,39.36,92.81,16.94,1.6
2017-10-29 12:00:00,49.24,116.75,19.01,0.98
2017-10-30 12:00:00,43.31,,12.9,
2017-10-31 12:00:00,35.27,45.38,27.07,0.8
2017-11-01 12:00:00,44.33,62.59,64.17,0.3
2017-11-02 12:00:00,106.62,57.4,62.78,0.72
2017-11-03 12:00:00,52.0,60.08,94.52,0.58
2017-11-04 12:00:00,64.5,74.16,26.64,0.76
2017-11-05 12:00:00,17.22,49.17,26.2,0.8
2017-11-06 12:00:00,19.66,40.67,33.56,0.92
2017-11-07 12:00:00,30.51,25.82,15.02,0.39
2017-11-08 12:00:00,63.76,61.14,22.5,1.53
2017-11-09 12:00:00,27.02,70.27,18.91,0.39
2017-11-10 12:00:00,19.25,35.45,11.43,0.37
2017-11-11 12:00:00,22.98,83.48,19.47,0.82
2017-11-12 12:00:00,26.58,73.97,17.59,0.81
2017-11-13 12:00:00,27.66,42.6,11.26,0.26
2017-11-14 12:00:00,20.12,51.54,11.95,0.82
2017-11-15 12:00:00,15.54,50.5,12.59,0.8
2017-11-16 12:00:00,28.58,69.39,18.18,0.73
2017-11-17 12:00:00,30.74,99.8,27.1,1.37
2017-11-18 12:00:00,39.18,119.94,25.97,0.94
2017-11-19 12:00:00,31.88,54.04,21.44,0.94
2017-11-20 12:00:00,28.33,58.46,25.42,0.94
2017-11-21 12:00:00,25.98,38.23,27.72,0.75
2017-11-22 12:00:00,31.53,41.19,29.9,0.2
2017-11-23 12:00:00,25.91,39.16,23.76,1.49
2017-11-24 12:00:00,14.77,98.1,20.4,0.85
2017-11-25 12:00:00,9.99,90.48,27.8,0.84
2017-11-26 12:00:00,40.31,88.81,27.68,0.87
2017-11-27 12:00:00,13.38,51.0,30.25,0.87
2017-11-28 12:00:00,13.25,65.53,28.04,0.89
2017-11-29 12:00:00,10.7,83.92,27.39,0.86
2017-11-30 12:00:00,,32.05,24.7,0.92
2017-12-01 12:00:00,1.9,19.45,32.7,0.85
2017-12-02 12:00:00,0.02,65.82,38.67,0.82
2017-12-03 12:00:00,3.06,70.53,26.54,0.8
2017-12-04 12:00:00,17.07,83.38,40.29,1.05
2017-12-05 12:00:00,,97.98,22.69,0.62
2017-12-06 12:00:00,,101.3,21.1,1.28
2017-12-07 12:00:00,37.85,63.86,26.78,0.8
2017-12-08 12:00:00,87.16,79.13,30.28,0.85
2017-12-09 12:00:00,68.57,97.02,19.48,0.73
2017-12-10 12:00:00,31.61,92.28,23.64,0.86
2017-12-11 12:00:00,79.79,68.55,25.37,0.54
2017-12-12 12:00:00,,77.22,23.11,0.67
2017-12-13 12:00:00,,135.44,35.3,1.19
2017-12-14 12:00:00,,52.91,38.62,0.5
2017-12-15 12:00:00,70.59,59.24,26.41,0.93
2017-12-16 12:00:00,72.02,69.94,28.26,0.92
2017-12-17 12:00:00,78.72,91.46,29.1,0.92
2017-12-18 12:00:00,82.31,66.1,31.59,0.83
2017-12-19 12:00:00,51.97,84.58,68.84,1.21
2017-12-20 12:00:00,93.51,57.17,66.42,0.99
2017-12-21 12:00:00,77.67,64.68,169.11,1.04
2017-12-22 12:00:00,62.52,56.3,57.53,0.86
2017-12-23 12:00:00,44.35,67.58,31.08,0.8
2017-12-24 12:00:00,9.85,39.42,14.8,0.75
2017-12-25 12:00:00,69.21,49.13,11.37,0.43
2017-12-26 12:00:00,64.92,57.06,26.94,0.47
2017-12-27 12:00:00,80.72,94.16,27.89,0.93
2017-12-28 12:00:00,50.0,81.4,23.93,0.98
2017-12-29 12:00:00,28.49,65.4,23.13,1.11
2017-12-30 12:00:00,24.6,61.49,21.35,0.97
2017-12-31 12:00:00,,43.8,20.14,0.97
2018-01-01 12:00:00,,62.95,13.5,0.93
2018-01-02 12:00:00,32.18,67.39,13.49,0.93
2018-01-03 12:00:00,16.74,43.69,18.54,0.87
2018-01-04 12:00:00,28.69,71.95,22.84,0.96
2018-01-05 12:00:00,30.07,103.42,20.72,0.88
2018-01-06 12:00:00,22.73,97.35,23.56,0.95
2018-01-07 12:00:00,25.25,83.81,19.55,1.01
2018-01-08 12:00:00,40.0,81.67,21.72,0.9
2018-01-09 12:00:00,43.9,78.84,20.12,0.84
2018-01-10 12:00:00,33.88,64.32,21.1,0.86
